Title,URL,Status,Priority,Size,Labels
"As a user, I want to see a dashboard after logging in successfully",https://github.com/mearleycf/learnit/issues/1,Backlog,,,"feature, learning platform, mvp, user dashboard"
"As a user, I want to view all of my registered courses",https://github.com/mearleycf/learnit/issues/2,Backlog,,,"feature, learning platform, mvp, user dashboard"
"As a user, I want to see the status and progress of all of my courses",https://github.com/mearleycf/learnit/issues/3,Backlog,,,"feature, learning platform, mvp, user dashboard"
"As a user, I want to view the detailed status of an individual course’s progress",https://github.com/mearleycf/learnit/issues/4,Backlog,,,"feature, learning platform, mvp, user dashboard"
"As a user, I want to see all of my achievements",https://github.com/mearleycf/learnit/issues/5,Backlog,,,"feature, freezer, learning platform, user dashboard"
"As a user, I want to access all of my notes for all courses",https://github.com/mearleycf/learnit/issues/6,Backlog,,,"feature, learning platform, mvp, user dashboard"
"As a user, I want to select a course to continue or start my progress",https://github.com/mearleycf/learnit/issues/7,Backlog,,,"feature, learning platform, mvp, user dashboard"
"As a user, I want to access the course flashcards interface",https://github.com/mearleycf/learnit/issues/9,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to view my weekly flashcard streak",https://github.com/mearleycf/learnit/issues/10,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to see the count of incomplete/outstanding flashcards",https://github.com/mearleycf/learnit/issues/11,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to start a flashcard run with new flashcards",https://github.com/mearleycf/learnit/issues/12,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to view flashcard questions and possible answers",https://github.com/mearleycf/learnit/issues/13,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to closer the flashcard run screen when needed",https://github.com/mearleycf/learnit/issues/14,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to select an answer for a flashcard",https://github.com/mearleycf/learnit/issues/15,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to receive feedback on my flashcard answers",https://github.com/mearleycf/learnit/issues/16,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to navigate to the next flashcard after answering",https://github.com/mearleycf/learnit/issues/17,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to complete a flashcard run and see my score",https://github.com/mearleycf/learnit/issues/18,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want incorrectly answered flashcards to remain in my new flashcards set",https://github.com/mearleycf/learnit/issues/19,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to review all of my earned flashcards",https://github.com/mearleycf/learnit/issues/20,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to review completed flashcards by chapter",https://github.com/mearleycf/learnit/issues/21,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to view a flashcards onboarding/welcome slideshow",https://github.com/mearleycf/learnit/issues/22,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to provide feedback on the flashcard functionality",https://github.com/mearleycf/learnit/issues/23,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to access an FAQ",https://github.com/mearleycf/learnit/issues/24,Backlog,,,"feature, flashcards, freezer, learning platform"
"As a user, I want to access my profile menu",https://github.com/mearleycf/learnit/issues/25,Backlog,,,"feature, learning platform, mvp, user profile"
"As a user, I want to view my profile information including avatar, name, and email",https://github.com/mearleycf/learnit/issues/26,Backlog,,,"feature, learning platform, mvp, user profile"
"As a user, I want to easily join GitHub discussions related to the course",https://github.com/mearleycf/learnit/issues/27,Backlog,,,"feature, learning platform, user profile"
"As a user, I want to view my course purchases (open modal)",https://github.com/mearleycf/learnit/issues/28,Backlog,,,"feature, learning platform, mvp, user profile"
"As a user, I want to see details of each purchase including course name, purchase date, and expiration date (modal)",https://github.com/mearleycf/learnit/issues/29,Backlog,,,"feature, learning platform, mvp, user profile"
"As a user, I want to navigate directly to other purchased courses from the course purchases modal",https://github.com/mearleycf/learnit/issues/30,Backlog,,,"feature, learning platform, mvp, user profile"
"As a user, I want to log out of my account",https://github.com/mearleycf/learnit/issues/31,Backlog,,,"feature, learning platform, mvp, user profile"
"As a user, I want to view a “Thank you for upgrading” message after purchasing a course",https://github.com/mearleycf/learnit/issues/32,Backlog,,,"feature, learning platform, mvp, user profile"
"As a user, I want to access my receipt and invoice for purchased courses",https://github.com/mearleycf/learnit/issues/34,Backlog,,,"feature, learning platform, mvp, user profile"
"As a user, I want to view my achievements and progress toward unlocking new achievements",https://github.com/mearleycf/learnit/issues/35,Backlog,,,"feature, freezer, learning platform, user profile"
"As a user, I want to see my course purchase status indicated in the user interface (user menu button?)",https://github.com/mearleycf/learnit/issues/36,Backlog,,,"feature, learning platform, mvp, user profile"
"As a user, I want to understand the expiration policy for my purchased courses",https://github.com/mearleycf/learnit/issues/37,Backlog,,,"learning platform, mvp, user profile"
"As a user, I want to know how to extend my account after the initial purchase period ends",https://github.com/mearleycf/learnit/issues/38,Backlog,,,"feature, learning platform, mvp, user profile"
"As a user, I want to start random challenge mode to test my skills",https://github.com/mearleycf/learnit/issues/39,Backlog,,,"course functions, feature, freezer, learning platform"
"As a user, I want to show or hide popular highlights to customize my learning experience",https://github.com/mearleycf/learnit/issues/40,Backlog,,,"course functions, feature, freezer, learning platform"
"As a user, I want to disable or enable font ligatures for better code readability",https://github.com/mearleycf/learnit/issues/41,Backlog,,,"course functions, feature, freezer, learning platform"
"As a user, I want to mute/unmute sound effects for a quieter learning environment",https://github.com/mearleycf/learnit/issues/42,Backlog,,,"course functions, feature, learning platform"
"As a user, I want to switch between light and dark themes for comfortable viewing",https://github.com/mearleycf/learnit/issues/43,Backlog,,,"course functions, feature, freezer, learning platform"
"As a user, I want to view the course knowledge map to understand the learning path",https://github.com/mearleycf/learnit/issues/44,Backlog,,,"course functions, feature, freezer, learning platform"
"As a user, I want to access features and FAQ for quick information about a course",https://github.com/mearleycf/learnit/issues/45,Backlog,,,"course functions, feature, learning platform, mvp"
"As a user, I want to view my achievements to track my progress",https://github.com/mearleycf/learnit/issues/46,Backlog,,,"course functions, feature, freezer, learning platform, user profile"
"As a user, I want to receive notifications when I complete a new achievement",https://github.com/mearleycf/learnit/issues/47,Backlog,,,"course functions, feature, freezer, learning platform"
"As a user, I want to view the complete course outline, including chapters, sections, and chapter recaps",https://github.com/mearleycf/learnit/issues/48,Backlog,,,"course navigation, feature, learning platform, mvp"
"As a user, I want to see the completion status of each section in the course outline",https://github.com/mearleycf/learnit/issues/49,Backlog,,,"course navigation, feature, learning platform, mvp"
"As a user, I want to navigate directly to any chapter or section by clicking on it in the course outline",https://github.com/mearleycf/learnit/issues/50,Backlog,,,"course navigation, feature, learning platform, mvp"
"As a user, I want to search for specific content and exercises within the course",https://github.com/mearleycf/learnit/issues/51,Backlog,,,"course navigation, feature, freezer, learning platform"
"As a user, I want the course outline to dynamically filter based on my search input",https://github.com/mearleycf/learnit/issues/52,Backlog,,,"course navigation, feature, freezer, learning platform"
"As a user, I want to clear my search in put and reset the course outline to its default view",https://github.com/mearleycf/learnit/issues/53,Backlog,,,"course navigation, feature, freezer, learning platform"
"As a user, I want to filter the course outline to only show bookmarkedn content or show all content",https://github.com/mearleycf/learnit/issues/54,Backlog,,,"course navigation, feature, freezer, learning platform"
"As a user, I want to see the current chapter number and name, and access the full course outline by clicking on the chapter number and name",https://github.com/mearleycf/learnit/issues/55,Backlog,,,"course navigation, feature, learning platform, mvp"
"As a user, I want to navigate to a previous section",https://github.com/mearleycf/learnit/issues/56,Backlog,,,"course navigation, feature, learning platform, mvp"
"As a user, I want to navigate to the next section",https://github.com/mearleycf/learnit/issues/57,Backlog,,,"course navigation, feature, learning platform, mvp"
"As a user, I want to distinguish between different types of sections (content, exercise, recap) in the course outline",https://github.com/mearleycf/learnit/issues/58,Backlog,,,"course navigation, feature, learning platform, mvp"
"As a user, I want to expand or collapse chapters in the course outline using accordion controls",https://github.com/mearleycf/learnit/issues/59,Backlog,,,"course navigation, feature, learning platform, mvp"
"As a user, I want to see which sections I have completed in the course outline",https://github.com/mearleycf/learnit/issues/60,Backlog,,,"course navigation, feature, learning platform, mvp"
"As a user, I want to replay exercise tutorials when revisiting completed exercises (not sure this is a thing)",https://github.com/mearleycf/learnit/issues/61,Backlog,,,"course navigation, feature, freezer, learning platform"
"As a user, I want to access a help modal to get assistance with various issues",https://github.com/mearleycf/learnit/issues/62,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to ask questions directly related to the current lesson I’m viewing",https://github.com/mearleycf/learnit/issues/63,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to suggest improvements to a lesson I’m currently viewing",https://github.com/mearleycf/learnit/issues/64,Backlog,,,"feature, help, learning platform, mvp"
"As a user, I want to contact the course owner or administrator about the current lesson",https://github.com/mearleycf/learnit/issues/65,Backlog,,,"feature, help, learning platform, mvp"
"As a user, I want to ask questions not directly related to the current lesson",https://github.com/mearleycf/learnit/issues/66,Backlog,,,"feature, help, learning platform, mvp"
"As a user, I want to skip to a specific chapter in the course, with a clear warning about potential knowledge gaps and impact on flashcards",https://github.com/mearleycf/learnit/issues/67,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to reset my course progress",https://github.com/mearleycf/learnit/issues/68,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to handle invoicing issues",https://github.com/mearleycf/learnit/issues/69,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to generate an invoice for my course purchase",https://github.com/mearleycf/learnit/issues/70,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to resolve payment issues related to my course purchase",https://github.com/mearleycf/learnit/issues/71,Backlog,,,"feature, help, learning platform, mvp"
"As a user, I want to give a course to a friend by providing their GitHub username or email address, and other necessary details",https://github.com/mearleycf/learnit/issues/72,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to recover my purchase or restore access to a course I’ve bought",https://github.com/mearleycf/learnit/issues/73,Backlog,,,"feature, help, learning platform, mvp"
"As a user, I want to update my email address associated with my account",https://github.com/mearleycf/learnit/issues/74,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to extend my purchase beyond the initial period",https://github.com/mearleycf/learnit/issues/75,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to provide general feedback about the course or platform",https://github.com/mearleycf/learnit/issues/76,Backlog,,,"feature, help, learning platform, mvp"
"As a user, I want to suggest improvements for specific content, providing details such as original text, lesson identifier, and course name, so that I can contribute to the course’s quality",https://github.com/mearleycf/learnit/issues/77,Backlog,,,"chapter notes, feature, freezer, help, learning platform, mvp"
"As a user, I want to save personal comments or notes about specific parts of a lesson",https://github.com/mearleycf/learnit/issues/78,Backlog,,,"chapter notes, feature, learning platform"
"As a user, I want to differentiate between questions directly related to the current lesson, and general course inquiries",https://github.com/mearleycf/learnit/issues/79,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to recover my payment or resolve payment issues if my payment is declined",https://github.com/mearleycf/learnit/issues/80,Backlog,,,"feature, help, learning platform, mvp"
"As a user, I want to understand the limitations of my registered account, including its duration and non-transferability",https://github.com/mearleycf/learnit/issues/81,Backlog,,,"feature, help, learning platform, mvp"
"As a user, I want to access a VAT Reverse charge invoice for EU purchase",https://github.com/mearleycf/learnit/issues/82,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to confirm that I won’t use support to negotiate course prices or discuss unsupported payment methods",https://github.com/mearleycf/learnit/issues/83,Backlog,,,"feature, freezer, help, learning platform"
"As a user, I want to view all notes and highlights for a current chapter so that I can review my key takeaways",https://github.com/mearleycf/learnit/issues/84,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to delete a note, a note with its highlight, or just a highlight so that I can manage my annotations effectively",https://github.com/mearleycf/learnit/issues/85,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to edit my existing notes so that I can refine or update my understanding of the content",https://github.com/mearleycf/learnit/issues/86,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to print notes for the current chapter so that I can have a physical copy for offline review",https://github.com/mearleycf/learnit/issues/87,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to create a new note for a chapter, so that I can record my thoughts and observations usin gbasic markdown formatting (bold, italic, code blocks)",https://github.com/mearleycf/learnit/issues/88,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to highlight text in a chapter without adding a note so that I can mark important passages for future reference",https://github.com/mearleycf/learnit/issues/89,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to view notes from previous chapters so that I can recall information from earlier in the course",https://github.com/mearleycf/learnit/issues/90,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to save the chapter recap content to my notes so that I can easily reference key points later",https://github.com/mearleycf/learnit/issues/91,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to understand that the improvement suggestion form is optional and anonymous, so that I feel comfortable providing honest feedback",https://github.com/mearleycf/learnit/issues/92,Backlog,,,"chapter notes, feature, help, learning platform, mvp"
"As a user, I want to quickly access options to suggest improvements, save and add personal comments, or save to my notes when I highlight text, so that I can efficiently manage my learning process",https://github.com/mearleycf/learnit/issues/93,Backlog,,,"chapter notes, feature, help, learning platform, mvp"
"As a user, I want to view my personal comments alongside the original course content, so that I can see my notes in context",https://github.com/mearleycf/learnit/issues/94,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to see the chapter and section title when viewing my notes, so that I can quickly identify which part of the course my notes relate to",https://github.com/mearleycf/learnit/issues/95,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to navigate between chapters using back and next buttons while viewing my notes so that I can move through my notes content efficiently",https://github.com/mearleycf/learnit/issues/96,Backlog,,,"chapter notes, feature, learning platform, mvp"
"As a user, I want to access a help feature when viewing course content or my notes, so that I can get assistance if I’m unsure about how to use the platform or its functionality",https://github.com/mearleycf/learnit/issues/97,Backlog,,,"chapter notes, feature, help, learning platform, mvp"
"As a user, I want to view exercise instructions, including the title and details, so that I understand what I need to do to complete the exercise",https://github.com/mearleycf/learnit/issues/98,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to interact with a code editor that displays syntax highlighting, autocompletion, and other standard code editor functions, so that I can easily read and write code",https://github.com/mearleycf/learnit/issues/99,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to see pre-populated code in the exercise editor, so that I have a starting point for the exercise",https://github.com/mearleycf/learnit/issues/100,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to run my code and see the console output, so that I can understand the results of my code execution",https://github.com/mearleycf/learnit/issues/101,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to view test results for my code, including the number of passing and failing tests, so that I know if my solution is correct",https://github.com/mearleycf/learnit/issues/102,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to see detailed error messages for my failing tests, so that I can understand what went wrong and fix my code",https://github.com/mearleycf/learnit/issues/103,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to access hints for the exercise, so that I can get help when I’m stuck",https://github.com/mearleycf/learnit/issues/104,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to navigate through multiple hints, so that I can progressively receive more guidance if needed",https://github.com/mearleycf/learnit/issues/105,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to view the solution for an exercise, so that I can learn from the correct implementation",https://github.com/mearleycf/learnit/issues/106,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to compare my answer with the provided solution, so that I can understand the differences and improve my coding skills",https://github.com/mearleycf/learnit/issues/107,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to copy the solution code, so that I can study it or use it as a reference",https://github.com/mearleycf/learnit/issues/108,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to customize the solution timer delay, so that I can control when I see solutions based on my learning preferences",https://github.com/mearleycf/learnit/issues/109,Backlog,,,"feature, freezer, learning platform, section exercise"
"As a user, I want to bookmark an exercise, so that I can easily return to it later for review or practice",https://github.com/mearleycf/learnit/issues/110,Backlog,,,"feature, freezer, learning platform, section exercise"
"As a user, I want to navigate between different sections of the exercise interface (Instructions, Browser, Tests, Console, Editor) so that I can focus on different aspects of the exercise as needed",https://github.com/mearleycf/learnit/issues/111,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to maximize the code editor for a larger view, so that I can see more code at once when working on complex exercises",https://github.com/mearleycf/learnit/issues/112,Backlog,,,"feature, freezer, learning platform, section exercise"
"As a user, I want to see a “Get a hint” button, so that I can quickly access help when I’m stuck on an exercise",https://github.com/mearleycf/learnit/issues/113,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to set a reminder to complete an exercise later, so that I don’t forget to return to challenging exercises",https://github.com/mearleycf/learnit/issues/114,Backlog,,,"feature, freezer, learning platform, section exercise"
"As a user, I want to see progress through the exercises, including the current exercise number and total exercises in the section",https://github.com/mearleycf/learnit/issues/115,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to use keyboard shortcuts to interact with the learning platform, so that I can take advantage of tools that improve accessibility",https://github.com/mearleycf/learnit/issues/116,Backlog,,,"accessibility, administration platform, content management platform, feature, learning platform, marketing website, mvp"
"As a user, I want to see warnings about unused parameters or variables in my code, so that I can write cleaner and more efficient code",https://github.com/mearleycf/learnit/issues/117,Backlog,,,"feature, learning platform, mvp, section exercise"
"As a user, I want to provide feedback on whether a section was helpful, so I can contribute to improving the course content",https://github.com/mearleycf/learnit/issues/118,Backlog,,,"chapter recap, feature, freezer, learning platform, section content"
"As a user, I want to submit additional, optional feedback about a section or chapter, so that I can provide more detailed suggestions or comments",https://github.com/mearleycf/learnit/issues/119,Backlog,,,"chapter recap, feature, freezer, learning platform, section content"
"As a user, I want to easily access the help center from any part of the course, so that I can get support when needed",https://github.com/mearleycf/learnit/issues/120,Backlog,,,"feature, help, learning platform, mvp"
"As a user, I want to view a recap of key points at the end of each section, so that I can reinforce my understanding of the main concepts",https://github.com/mearleycf/learnit/issues/121,Backlog,,,"chapter recap, feature, learning platform, mvp"
"As a user, I want to see when chapter content (sections, exercises, recap) was last updated, so that I know the information is current",https://github.com/mearleycf/learnit/issues/122,Backlog,,,"chapter recap, feature, learning platform, mvp, section content, section exercise"
"As a user, I want to bookmark the chapter recap, so that I can easily reference it later",https://github.com/mearleycf/learnit/issues/123,Backlog,,,"chapter recap, feature, freezer, learning platform"
"As a user, I want to navigate back to previous sections or forward to completed or started sections, so that I can easily move through course content",https://github.com/mearleycf/learnit/issues/124,Backlog,,,"course navigation, feature, learning platform, mvp"
"As a user, I want to see encouraging messages (like “Well done! This was a tough one.”) after completing challenging chapters, so that I feel motivated to continue learning",https://github.com/mearleycf/learnit/issues/125,Backlog,,,"chapter recap, feature, freezer, In Progress, learning platform"
"As a user, I want to save the chapter recap to my notes, so I can review the key points later",https://github.com/mearleycf/learnit/issues/126,Backlog,,,"chapter notes, chapter recap, feature, learning platform, mvp"
"As a user, I want to view the current section of content for a chapter so that I can learn new concepts",https://github.com/mearleycf/learnit/issues/127,Backlog,,,"feature, learning platform, mvp, section content"
"As a user, I want to bookmark the current section so that I can easily return to it later",https://github.com/mearleycf/learnit/issues/128,Backlog,,,"feature, freezer, learning platform, section content"
"As a user, I want to view the section recap so that I can reinforce my understanding of the main points",https://github.com/mearleycf/learnit/issues/129,Backlog,,,"feature, learning platform, mvp, section content"
"As a user, I want to rate a section as helpful or unhelpful and provide feedback so that I can contribute to improving course content",https://github.com/mearleycf/learnit/issues/130,Backlog,,,"feature, freezer, learning platform, section content"